TP/SL,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,leveraged percentual_difference,cumulative_profit
SL,SHORT,2021-11-24 03:38:31.943,4238.12,2021-11-24 03:46:34.797,4270.81,-0.8451224006687373,-4.225612003343687,-4.225612003343687
