TP/SL,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,leveraged percentual_difference,cumulative_profit
TP,LONG,2021-12-05 23:49:24.888,3.5231,2021-12-05 23:51:13.270,3.534,0.22926286509040078,1.1463143254520038,1.1463143254520038
