TP/SL,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,leveraged percentual_difference,cumulative_profit
SL,SHORT,2021-12-06 00:10:14.011,5.15312,2021-12-06 00:10:24.317,5.15824,-0.17921895840441296,-0.8960947920220648,-0.8960947920220648
TP,LONG,2021-12-06 00:12:13.912,5.12419,2021-12-06 00:12:32.390,5.1355,0.14062952388574232,0.7031476194287116,-0.19294717259335314
