TP/SL,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,leveraged percentual_difference,cumulative_profit
SL,SHORT,2021-12-06 00:06:15.372,5.14133,2021-12-06 00:07:09.368,5.14775,-0.20466479529892312,-1.0233239764946156,-1.0233239764946156
