TP/SL,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,leveraged percentual_difference,cumulative_profit
SL,SHORT,2021-12-06 00:02:13.517,1.2275,2021-12-06 00:02:27.552,1.2293,-0.22636622468071455,-1.1318311234035727,-1.1318311234035727
